UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;POPULAÇÃO;DATA ATUALIZAÇÃO;CENSO;ESTADO;REGIÃO;CAPITAL;PAÍS
RO;11;15;Alta Floresta D'Oeste;21.558;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;23;Ariquemes;100.896;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;31;Cabixi;5.107;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;49;Cacoal;92.202;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;56;Cerejeiras;15.237;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;64;Colorado do Oeste;15.747;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;72;Corumbiara;7.503;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;80;Costa Marques;12.633;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;98;Espigão D'Oeste;29.722;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;106;Guajará-Mirim;39.396;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;114;Jaru;52.090;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;122;Ji-Paraná;136.825;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;130;Machadinho D'Oeste;30.626;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;148;Nova Brasilândia D'Oeste;17.355;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;155;Ouro Preto do Oeste;36.753;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;189;Pimenta Bueno;37.464;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;205;Porto Velho;461.748;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;254;Presidente Médici;19.316;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;262;Rio Crespo;3.476;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;288;Rolim de Moura;57.180;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;296;Santa Luzia D'Oeste;7.394;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;304;Vilhena;95.599;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;320;São Miguel do Guaporé;21.612;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;338;Nova Mamoré;25.452;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;346;Alvorada D'Oeste;13.092;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;379;Alto Alegre dos Parecis;13.023;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;403;Alto Paraíso;17.140;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;452;Buritis;28.178;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;502;Novo Horizonte do Oeste;7.653;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;601;Cacaulândia;4.157;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;700;Campo Novo de Rondônia;8.840;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;809;Candeias do Jamari;22.564;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;908;Castanheiras;3.269;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;924;Chupinguaia;9.351;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;940;Cujubim;14.338;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1005;Governador Jorge Teixeira;8.012;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1104;Itapuã do Oeste;9.465;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1203;Ministro Andreazza;6.440;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1302;Mirante da Serra;9.200;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1401;Monte Negro;11.966;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1435;Nova União;6.194;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1450;Parecis;3.953;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1468;Pimenteiras do Oeste;2.180;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1476;Primavera de Rondônia;3.071;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1484;São Felipe D'Oeste;5.259;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1492;São Francisco do Guaporé;16.302;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1500;Seringueiras;11.183;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1559;Teixeirópolis;4.284;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1609;Theobroma;9.253;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1708;Urupá;10.828;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1757;Vale do Anari;7.806;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
RO;11;1807;Vale do Paraíso;6.487;25/12/2022;2022;Rondonia;Norte;Porto Velho;Brasil
AC;12;13;Acrelândia;12.707;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;54;Assis Brasil;8.157;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;104;Brasiléia;25.786;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;138;Bujari;11.962;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;179;Capixaba;9.737;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;203;Cruzeiro do Sul;94.345;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;252;Epitaciolândia;18.697;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;302;Feijó;35.035;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;328;Jordão;11.105;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;336;Mâncio Lima;19.172;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;344;Manoel Urbano;12.246;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;351;Marechal Thaumaturgo;16.825;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;385;Plácido de Castro;16.313;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;393;Porto Walter;10.706;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;401;Rio Branco;364.368;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;427;Rodrigues Alves;16.072;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;435;Santa Rosa do Purus;7.672;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;450;Senador Guiomard;21.658;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;500;Sena Madureira;39.746;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;609;Tarauacá;43.072;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;708;Xapuri;18.181;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AC;12;807;Porto Acre;16.218;25/12/2022;2022;Acre;Norte;Rio Branco;Brasil
AM;13;29;Alvarães;15.916;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;60;Amaturá;10.814;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;86;Anamã;9.927;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;102;Anori;17.052;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;144;Apuí;21.403;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;201;Atalaia do Norte;15.440;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;300;Autazes;41.672;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;409;Barcelos;18.399;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;508;Barreirinha;30.990;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;607;Benjamin Constant;37.436;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;631;Beruri;20.807;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;680;Boa Vista do Ramos;24.018;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;706;Boca do Acre;35.964;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;805;Borba;33.209;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;839;Caapiranga;13.851;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;904;Canutama;17.362;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;1001;Carauari;29.176;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;1100;Careiro;30.819;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;1159;Careiro da Várzea;19.615;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;1209;Coari;71.130;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;1308;Codajás;24.071;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;1407;Eirunepé;33.173;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;1506;Envira;17.034;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;1605;Fonte Boa;27.692;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;1654;Guajará;13.809;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;1704;Humaitá;59.504;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;1803;Ipixuna;24.387;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;1852;Iranduba;59.767;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;1902;Itacoatiara;103.826;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;1951;Itamarati;10.783;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;2009;Itapiranga;10.183;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;2108;Japurá;9.281;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;2207;Juruá;10.501;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;2306;Jutaí;25.048;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;2405;Lábrea;47.003;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;2504;Manacapuru;102.736;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;2553;Manaquiri;17.333;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;2603;Manaus;2.054.731;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;2702;Manicoré;59.225;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;2801;Maraã;15.706;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;2900;Maués;61.167;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;3007;Nhamundá;20.249;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;3106;Nova Olinda do Norte;27.088;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;3205;Novo Airão;15.819;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;3304;Novo Aripuanã;24.251;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;3403;Parintins;96.251;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;3502;Pauini;20.351;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;3536;Presidente Figueiredo;30.762;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;3569;Rio Preto da Eva;24.807;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;3601;Santa Isabel do Rio Negro;14.305;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;3700;Santo Antônio do Içá;28.233;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;3809;São Gabriel da Cachoeira;51.921;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;3908;São Paulo de Olivença;32.727;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;3957;São Sebastião do Uatumã;11.697;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;4005;Silves;11.572;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;4062;Tabatinga;66.837;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;4104;Tapauá;21.914;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;4203;Tefé;74.142;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;4237;Tonantins;20.180;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;4260;Uarini;14.597;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;4302;Urucará;18.582;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
AM;13;4401;Urucurituba;24.017;25/12/2022;2022;Amazonas;Norte;Manaus;Brasil
RR;14;27;Amajari;16.994;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
RR;14;50;Alto Alegre;23.582;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
RR;14;100;Boa Vista;408.157;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
RR;14;159;Bonfim;16.169;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
RR;14;175;Cantá;18.030;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
RR;14;209;Caracaraí;20.780;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
RR;14;233;Caroebe;10.555;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
RR;14;282;Iracema;11.000;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
RR;14;308;Mucajaí;17.058;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
RR;14;407;Normandia;15.264;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
RR;14;456;Pacaraima;19.317;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
RR;14;472;Rorainópolis;29.932;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
RR;14;506;São João da Baliza;8.011;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
RR;14;605;São Luiz;6.192;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
RR;14;704;Uiramutã;13.764;25/12/2022;2022;Roraima;Norte;Boa Vista;Brasil
PA;15;107;Abaetetuba;158.042;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;131;Abel Figueiredo;6.119;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;206;Acará;63.268;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;305;Afuá;38.020;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;347;Água Azul do Norte;16.672;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;404;Alenquer;86.096;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;503;Almeirim;38.843;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;602;Altamira;135.067;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;701;Anajás;34.065;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;800;Ananindeua;515.745;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;859;Anapu;33.566;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;909;Augusto Corrêa;43.691;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;958;Aurora do Pará;32.772;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1006;Aveiro;18.343;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1105;Bagre;35.265;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1204;Baião;51.844;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1253;Bannach;3.730;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1303;Barcarena;126.733;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1402;Belém;1.367.336;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1451;Belterra;18.060;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1501;Benevides;56.152;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1576;Bom Jesus do Tocantins;14.511;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1600;Bonito;12.892;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1709;Bragança;121.793;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1725;Brasil Novo;30.214;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1758;Brejo Grande do Araguaia;6.791;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1782;Breu Branco;40.157;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1808;Breves;114.628;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1907;Bujaru;27.049;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;1956;Cachoeira do Piriá;26.510;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2004;Cachoeira do Arari;22.950;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2103;Cametá;134.734;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2152;Canaã dos Carajás;75.433;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2202;Capanema;70.321;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2301;Capitão Poço;56.331;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2400;Castanhal;200.003;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2509;Chaves;20.630;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2608;Colares;11.923;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2707;Conceição do Araguaia;44.765;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2756;Concórdia do Pará;26.869;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2764;Cumaru do Norte;12.397;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2772;Curionópolis;19.929;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2806;Curralinho;38.060;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2855;Curuá;14.126;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2905;Curuçá;44.493;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2939;Dom Eliseu;58.444;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;2954;Eldorado do Carajás;30.264;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3002;Faro;8.728;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3044;Floresta do Araguaia;17.896;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3077;Garrafão do Norte;24.716;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3093;Goianésia do Pará;23.806;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3101;Gurupá;31.945;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3200;Igarapé-Açu;35.788;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3309;Igarapé-Miri;66.369;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3408;Inhangapi;10.334;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3457;Ipixuna do Pará;29.116;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3507;Irituia;30.627;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3606;Itaituba;137.170;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3705;Itupiranga;53.873;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3754;Jacareacanga;24.742;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3804;Jacundá;36.184;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;3903;Juruti;57.837;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4000;Limoeiro do Ajuru;29.617;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4059;Mãe do Rio;34.566;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4109;Magalhães Barata;8.090;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4208;Marabá;271.321;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4307;Maracanã;25.929;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4406;Marapanim;30.867;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4422;Marituba;123.890;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4455;Medicilândia;26.438;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4505;Melgaço;26.770;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4604;Mocajuba;27.265;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4703;Moju;81.364;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4752;Mojuí dos Campos;22.845;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4802;Monte Alegre;59.890;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4901;Muaná;60.117;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4950;Nova Esperança do Piriá;21.132;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;4976;Nova Ipixuna;13.318;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5007;Nova Timboteua;12.737;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5031;Novo Progresso;33.636;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5064;Novo Repartimento;60.438;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5106;Óbidos;58.121;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5205;Oeiras do Pará;33.886;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5304;Oriximiná;76.140;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5403;Ourém;17.836;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5437;Ourilândia do Norte;26.570;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5486;Pacajá;43.527;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5494;Palestina do Pará;6.872;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5502;Paragominas;104.883;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5536;Parauapebas;271.577;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5551;Pau D'Arco;6.772;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5601;Peixe-Boi;8.315;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5635;Piçarra;12.794;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5650;Placas;18.602;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5700;Ponta de Pedras;24.913;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5809;Portel;67.288;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;5908;Porto de Moz;40.709;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6005;Prainha;35.655;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6104;Primavera;10.700;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6112;Quatipuru;11.534;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6138;Redenção;91.227;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6161;Rio Maria;17.965;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6187;Rondon do Pará;35.182;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6195;Rurópolis;41.975;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6203;Salinópolis;44.451;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6302;Salvaterra;24.701;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6351;Santa Bárbara do Pará;21.089;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6401;Santa Cruz do Arari;6.820;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6500;Santa Izabel do Pará;68.963;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6559;Santa Luzia do Pará;20.341;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6583;Santa Maria das Barreiras;17.639;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6609;Santa Maria do Pará;24.583;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6708;Santana do Araguaia;44.526;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6807;Santarém;351.220;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;6906;Santarém Novo;6.116;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7003;Santo Antônio do Tauá;28.282;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7102;São Caetano de Odivelas;15.226;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7151;São Domingos do Araguaia;20.970;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7201;São Domingos do Capim;30.144;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7300;São Félix do Xingu;81.161;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7409;São Francisco do Pará;14.912;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7458;São Geraldo do Araguaia;24.243;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7466;São João da Ponta;4.264;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7474;São João de Pirabas;20.593;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7508;São João do Araguaia;13.446;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7607;São Miguel do Guamá;52.810;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7706;São Sebastião da Boa Vista;31.336;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7755;Sapucaia;5.295;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7805;Senador José Porfírio;22.651;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7904;Soure;24.183;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7953;Tailândia;84.206;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7961;Terra Alta;10.404;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;7979;Terra Santa;18.804;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;8001;Tomé-Açu;76.055;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;8035;Tracuateua;28.015;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;8050;Trairão;18.924;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;8084;Tucumã;34.812;25/12/2022;2022;Para;Norte;Belém;Brasil
PA;15;8100;Tucuruí;90.232;25/12/2022;2022;Para;Norte;Belém;Brasil
