UF;COD. UF;COD. MUNIC;NOME DO MUNICÍPIO;POPULAÇÃO;DATA ATUALIZAÇÃO;CENSO;ESTADO;REGIÃO;CAPITAL;PAÍS
MG;31;56106;Ritápolis;4.984;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;56205;Rochedo de Minas;2.292;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;56304;Rodeiro;8.596;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;56403;Romaria;3.104;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;56452;Rosário da Limeira;4.736;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;56502;Rubelita;5.695;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;56601;Rubim;10.321;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;56700;Sabará;131.294;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;56809;Sabinópolis;13.797;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;56908;Sacramento;25.888;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57005;Salinas;39.969;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57104;Salto da Divisa;6.015;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57203;Santa Bárbara;29.491;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57252;Santa Bárbara do Leste;7.990;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57278;Santa Bárbara do Monte Verde;2.963;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57302;Santa Bárbara do Tugúrio;4.204;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57336;Santa Cruz de Minas;8.074;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57377;Santa Cruz de Salinas;3.908;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57401;Santa Cruz do Escalvado;4.852;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57500;Santa Efigênia de Minas;4.272;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57609;Santa Fé de Minas;3.521;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57658;Santa Helena de Minas;5.897;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57708;Santa Juliana;15.786;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57807;Santa Luzia;213.709;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;57906;Santa Margarida;16.414;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;58003;Santa Maria de Itabira;10.133;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;58102;Santa Maria do Salto;4.666;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;58201;Santa Maria do Suaçuí;12.652;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;58300;Santana da Vargem;6.561;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;58409;Santana de Cataguases;3.503;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;58508;Santana de Pirapama;7.014;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;58607;Santana do Deserto;3.732;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;58706;Santana do Garambéu;2.140;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;58805;Santana do Jacaré;4.214;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;58904;Santana do Manhuaçu;9.010;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;58953;Santana do Paraíso;37.113;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;59001;Santana do Riacho;5.754;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;59100;Santana dos Montes;3.469;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;59209;Santa Rita de Caldas;8.400;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;59308;Santa Rita de Jacutinga;4.768;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;59357;Santa Rita de Minas;6.214;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;59407;Santa Rita de Ibitipoca;3.303;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;59506;Santa Rita do Itueto;5.831;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;59605;Santa Rita do Sapucaí;40.719;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;59704;Santa Rosa da Serra;3.414;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;59803;Santa Vitória;20.538;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;59902;Santo Antônio do Amparo;16.723;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;60009;Santo Antônio do Aventureiro;3.770;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;60108;Santo Antônio do Grama;4.229;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;60207;Santo Antônio do Itambé;3.846;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;60306;Santo Antônio do Jacinto;10.251;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;60405;Santo Antônio do Monte;28.345;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;60454;Santo Antônio do Retiro;6.621;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;60504;Santo Antônio do Rio Abaixo;1.808;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;60603;Santo Hipólito;2.593;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;60702;Santos Dumont;44.140;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;60801;São Bento Abade;4.710;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;60900;São Brás do Suaçuí;3.987;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;60959;São Domingos das Dores;5.621;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;61007;São Domingos do Prata;17.399;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;61056;São Félix de Minas;3.204;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;61106;São Francisco;51.321;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;61205;São Francisco de Paula;6.429;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;61304;São Francisco de Sales;5.532;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;61403;São Francisco do Glória;4.796;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;61502;São Geraldo;10.270;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;61601;São Geraldo da Piedade;3.307;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;61650;São Geraldo do Baixio;3.104;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;61700;São Gonçalo do Abaeté;7.152;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;61809;São Gonçalo do Pará;11.688;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;61908;São Gonçalo do Rio Abaixo;12.466;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62005;São Gonçalo do Sapucaí;23.792;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62104;São Gotardo;41.114;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62203;São João Batista do Glória;7.455;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62252;São João da Lagoa;4.818;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62302;São João da Mata;2.803;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62401;São João da Ponte;23.840;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62450;São João das Missões;12.986;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62500;São João del Rei;93.778;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62559;São João do Manhuaçu;11.245;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62575;São João do Manteninha;5.329;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62609;São João do Oriente;7.049;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62658;São João do Pacuí;3.884;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62708;São João do Paraíso;20.502;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62807;São João Evangelista;14.864;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62906;São João Nepomuceno;24.970;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62922;São Joaquim de Bicas;34.677;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62948;São José da Barra;7.862;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;62955;São José da Lapa;27.125;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;63003;São José da Safira;3.769;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;63102;São José da Varginha;4.392;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;63201;São José do Alegre;4.125;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;63300;São José do Divino;3.437;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;63409;São José do Goiabal;5.400;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;63508;São José do Jacuri;6.098;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;63607;São José do Mantimento;2.768;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;63706;São Lourenço;44.432;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;63805;São Miguel do Anta;6.219;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;63904;São Pedro da União;4.869;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;64001;São Pedro dos Ferros;7.122;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;64100;São Pedro do Suaçuí;5.108;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;64209;São Romão;9.783;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;64308;São Roque de Minas;6.893;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;64407;São Sebastião da Bela Vista;6.390;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;64431;São Sebastião da Vargem Alegre;3.113;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;64472;São Sebastião do Anta;6.195;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;64506;São Sebastião do Maranhão;9.918;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;64605;São Sebastião do Oeste;8.819;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;64704;São Sebastião do Paraíso;70.976;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;64803;São Sebastião do Rio Preto;1.231;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;64902;São Sebastião do Rio Verde;2.299;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;65008;São Tiago;11.741;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;65107;São Tomás de Aquino;6.745;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;65206;São Tomé das Letras;6.782;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;65305;São Vicente de Minas;6.669;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;65404;Sapucaí-Mirim;6.288;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;65503;Sardoá;4.774;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;65537;Sarzedo;36.581;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;65552;Setubinha;9.797;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;65560;Sem-Peixe;2.382;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;65578;Senador Amaral;6.208;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;65602;Senador Cortes;2.237;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;65701;Senador Firmino;7.716;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;65800;Senador José Bento;2.071;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;65909;Senador Modestino Gonçalves;3.926;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;66006;Senhora de Oliveira;5.295;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;66105;Senhora do Porto;3.032;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;66204;Senhora dos Remédios;9.925;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;66303;Sericita;7.345;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;66402;Seritinga;1.812;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;66501;Serra Azul de Minas;3.906;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;66600;Serra da Saudade;836;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;66709;Serra dos Aimorés;6.847;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;66808;Serra do Salitre;13.152;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;66907;Serrania;7.518;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;66956;Serranópolis de Minas;4.398;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;67004;Serranos;1.952;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;67103;Serro;21.813;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;67202;Sete Lagoas;233.398;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;67301;Silveirânia;2.322;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;67400;Silvianópolis;6.061;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;67509;Simão Pereira;2.913;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;67608;Simonésia;19.807;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;67707;Sobrália;4.893;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;67806;Soledade de Minas;5.602;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;67905;Tabuleiro;3.926;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;68002;Taiobeiras;33.071;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;68051;Taparuba;3.390;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;68101;Tapira;3.975;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;68200;Tapiraí;1.689;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;68309;Taquaraçu de Minas;4.135;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;68408;Tarumirim;11.900;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;68507;Teixeiras;12.105;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;68606;Teófilo Otoni;142.030;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;68705;Timóteo;77.856;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;68804;Tiradentes;7.508;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;68903;Tiros;8.152;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;69000;Tocantins;14.912;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;69059;Tocos do Moji;4.086;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;69109;Toledo;7.190;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;69208;Tombos;8.621;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;69307;Três Corações;75.313;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;69356;Três Marias;28.320;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;69406;Três Pontas;53.511;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;69505;Tumiritinga;5.611;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;69604;Tupaciguara;25.500;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;69703;Turmalina;19.933;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;69802;Turvolândia;4.859;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;69901;Ubá;98.705;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70008;Ubaí;11.606;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70057;Ubaporanga;12.805;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70107;Uberaba;359.090;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70206;Uberlândia;725.536;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70305;Umburatiba;2.686;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70404;Unaí;86.867;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70438;União de Minas;3.671;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70479;Uruana de Minas;3.268;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70503;Urucânia;10.480;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70529;Urucuia;17.433;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70578;Vargem Alegre;6.195;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70602;Vargem Bonita;1.984;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70651;Vargem Grande do Rio Pardo;4.631;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70701;Varginha;137.078;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70750;Varjão de Minas;7.023;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70800;Várzea da Palma;32.885;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;70909;Varzelândia;18.842;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;71006;Vazante;20.771;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;71030;Verdelândia;7.348;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;71071;Veredinha;5.148;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;71105;Veríssimo;3.289;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;71154;Vermelho Novo;4.916;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;71204;Vespasiano;137.821;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;71303;Viçosa;85.119;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;71402;Vieiras;3.701;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;71501;Mathias Lobato;2.912;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;71600;Virgem da Lapa;11.513;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;71709;Virgínia;8.933;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;71808;Virginópolis;10.336;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;71907;Virgolândia;4.848;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;72004;Visconde do Rio Branco;38.493;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;72103;Volta Grande;4.367;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
MG;31;72202;Wenceslau Braz;2.279;25/12/2022;2022;Minas Gerais;Sudeste;Belo Horizonte;Brasil
ES;32;102;Afonso Cláudio;30.603;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;136;Águia Branca;9.714;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;169;Água Doce do Norte;12.038;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;201;Alegre;26.397;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;300;Alfredo Chaves;13.303;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;359;Alto Rio Novo;7.438;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;409;Anchieta;29.613;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;508;Apiacá;7.178;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;607;Aracruz;99.336;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;706;Atílio Vivácqua;11.218;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;805;Baixo Guandu;30.676;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;904;Barra de São Francisco;40.753;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;1001;Boa Esperança;13.134;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;1100;Bom Jesus do Norte;9.832;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;1159;Brejetuba;12.933;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;1209;Cachoeiro de Itapemirim;196.133;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;1308;Cariacica;375.500;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;1407;Castelo;39.372;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;1506;Colatina;124.575;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;1605;Conceição da Barra;27.947;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;1704;Conceição do Castelo;12.219;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;1803;Divino de São Lourenço;5.089;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;1902;Domingos Martins;35.937;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;2009;Dores do Rio Preto;6.669;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;2108;Ecoporanga;21.995;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;2207;Fundão;17.884;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;2256;Governador Lindenberg;11.073;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;2306;Guaçuí;28.727;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;2405;Guarapari;132.915;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;2454;Ibatiba;25.296;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;2504;Ibiraçu;12.561;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;2553;Ibitirama;9.550;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;2603;Iconha;12.055;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;2652;Irupi;13.328;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;2702;Itaguaçu;14.368;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
ES;32;2801;Itapemirim;45.801;25/12/2022;2022;Espirito Santo;Sudeste;Vitória;Brasil
